"지역별(1)","지역별(2)","지역별(3)",상품군별(1),상품군별(2),판매유형별(1),2017.1/4,2017.2/4,2017.3/4,2017.4/4,2018.1/4,2018.2/4,2018.3/4,2018.4/4,2019.1/4,2019.2/4,2019.3/4,2019.4/4,2020.1/4,2020.2/4,2020.3/4,2020.4/4,2021.1/4,2021.2/4,2021.3/4,2021.4/4,2022.1/4,2022.2/4,2022.3/4,2022.4/4,2023.1/4,2023.2/4,2023.3/4,2023.4/4,2024.1/4,2024.2/4 p)
"유럽","유럽연합+영국","소계",농축수산물,소계,면세점 이외,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"유럽","유럽연합+영국","소계",생활·자동차용품,소계,면세점 이외,733,698,546,654,739,639,610,637,665,622,383,845,694,632,637,597,670,591,469,209,23,15,29,21,11,10,41,84,114,118
"유럽","유럽연합+영국","소계",기 타,소계,면세점 이외,739,767,721,863,1121,811,760,1057,922,926,536,914,978,905,984,1040,1467,1074,990,487,374,80,268,179,101,267,151,227,214,313
"유럽","유럽연합+영국","유럽연합",컴퓨터 및 주변기기,소계,면세점 이외,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1736,1173,1357,1397,3232,5053
"유럽","유럽연합+영국","유럽연합",가전·전자·통신기기,소계,면세점 이외,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,234,209,367,388,646,227
"유럽","유럽연합+영국","유럽연합",가전·전자·통신기기,가전·전자,면세점 이외,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,199,143,226,226,153,89
"유럽","유럽연합+영국","유럽연합",가전·전자·통신기기,통신기기,면세점 이외,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,35,66,141,162,493,138
"유럽","유럽연합+영국","유럽연합",소프트웨어,소계,면세점 이외,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,5,0,0,0,0,0
"유럽","유럽연합+영국","유럽연합",서 적,소계,면세점 이외,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,134,113,219,228,125,77
"유럽","유럽연합+영국","유럽연합",사무·문구,소계,면세점 이외,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,12,10,7,177,504,730
