"사망원인별(104항목)","성별","연령(5세)별","시점",사망자수 (명)
"소화계통의 질환 (K00-K92)","여자","85 - 89세","2020",1014
"소화계통의 질환 (K00-K92)","여자","85 - 89세","2021",1064
"소화계통의 질환 (K00-K92)","여자","85 - 89세","2022",1186
"소화계통의 질환 (K00-K92)","여자","90세이상","2012",495
"소화계통의 질환 (K00-K92)","여자","90세이상","2013",502
"소화계통의 질환 (K00-K92)","여자","90세이상","2014",570
"소화계통의 질환 (K00-K92)","여자","90세이상","2015",602
"소화계통의 질환 (K00-K92)","여자","90세이상","2016",590
"소화계통의 질환 (K00-K92)","여자","90세이상","2017",671
"소화계통의 질환 (K00-K92)","여자","90세이상","2018",793
"소화계통의 질환 (K00-K92)","여자","90세이상","2019",775
"소화계통의 질환 (K00-K92)","여자","90세이상","2020",915
"소화계통의 질환 (K00-K92)","여자","90세이상","2021",900
"소화계통의 질환 (K00-K92)","여자","90세이상","2022",985
"소화계통의 질환 (K00-K92)","여자","15세 미만","2012",10
"소화계통의 질환 (K00-K92)","여자","15세 미만","2013",5
"소화계통의 질환 (K00-K92)","여자","15세 미만","2014",4
"소화계통의 질환 (K00-K92)","여자","15세 미만","2015",7
"소화계통의 질환 (K00-K92)","여자","15세 미만","2016",6
"소화계통의 질환 (K00-K92)","여자","15세 미만","2017",5
"소화계통의 질환 (K00-K92)","여자","15세 미만","2018",4
"소화계통의 질환 (K00-K92)","여자","15세 미만","2019",2
"소화계통의 질환 (K00-K92)","여자","15세 미만","2020",7
"소화계통의 질환 (K00-K92)","여자","15세 미만","2021",5
"소화계통의 질환 (K00-K92)","여자","15세 미만","2022",1
"소화계통의 질환 (K00-K92)","여자","15 - 64세","2012",757
"소화계통의 질환 (K00-K92)","여자","15 - 64세","2013",779
"소화계통의 질환 (K00-K92)","여자","15 - 64세","2014",832
"소화계통의 질환 (K00-K92)","여자","15 - 64세","2015",865
"소화계통의 질환 (K00-K92)","여자","15 - 64세","2016",886
"소화계통의 질환 (K00-K92)","여자","15 - 64세","2017",863
"소화계통의 질환 (K00-K92)","여자","15 - 64세","2018",940
"소화계통의 질환 (K00-K92)","여자","15 - 64세","2019",896
"소화계통의 질환 (K00-K92)","여자","15 - 64세","2020",943
"소화계통의 질환 (K00-K92)","여자","15 - 64세","2021",969
"소화계통의 질환 (K00-K92)","여자","15 - 64세","2022",1072
"소화계통의 질환 (K00-K92)","여자","65세 이상","2012",3102
"소화계통의 질환 (K00-K92)","여자","65세 이상","2013",3108
"소화계통의 질환 (K00-K92)","여자","65세 이상","2014",3231
"소화계통의 질환 (K00-K92)","여자","65세 이상","2015",3409
"소화계통의 질환 (K00-K92)","여자","65세 이상","2016",3462
"소화계통의 질환 (K00-K92)","여자","65세 이상","2017",3713
"소화계통의 질환 (K00-K92)","여자","65세 이상","2018",3805
"소화계통의 질환 (K00-K92)","여자","65세 이상","2019",3747
"소화계통의 질환 (K00-K92)","여자","65세 이상","2020",3998
"소화계통의 질환 (K00-K92)","여자","65세 이상","2021",4061
"소화계통의 질환 (K00-K92)","여자","65세 이상","2022",4528
"소화계통의 질환 (K00-K92)","여자","연령미상","2012",0
"소화계통의 질환 (K00-K92)","여자","연령미상","2013",0
"소화계통의 질환 (K00-K92)","여자","연령미상","2014",0
"소화계통의 질환 (K00-K92)","여자","연령미상","2015",0
"소화계통의 질환 (K00-K92)","여자","연령미상","2016",1
"소화계통의 질환 (K00-K92)","여자","연령미상","2017",0
"소화계통의 질환 (K00-K92)","여자","연령미상","2018",2
"소화계통의 질환 (K00-K92)","여자","연령미상","2019",2
"소화계통의 질환 (K00-K92)","여자","연령미상","2020",0
"소화계통의 질환 (K00-K92)","여자","연령미상","2021",0
"소화계통의 질환 (K00-K92)","여자","연령미상","2022",0
"피부 및 피하조직의 질환 (L00-L98)","남자","0세","2012",0
"피부 및 피하조직의 질환 (L00-L98)","남자","0세","2013",0
"피부 및 피하조직의 질환 (L00-L98)","남자","0세","2014",0
"피부 및 피하조직의 질환 (L00-L98)","남자","0세","2015",0
"피부 및 피하조직의 질환 (L00-L98)","남자","0세","2016",0
"피부 및 피하조직의 질환 (L00-L98)","남자","0세","2017",0
"피부 및 피하조직의 질환 (L00-L98)","남자","0세","2018",0
"피부 및 피하조직의 질환 (L00-L98)","남자","0세","2019",0
"피부 및 피하조직의 질환 (L00-L98)","남자","0세","2020",0
"피부 및 피하조직의 질환 (L00-L98)","남자","0세","2021",1
"피부 및 피하조직의 질환 (L00-L98)","남자","0세","2022",0
"피부 및 피하조직의 질환 (L00-L98)","남자","1 - 4세","2012",0
"피부 및 피하조직의 질환 (L00-L98)","남자","1 - 4세","2013",0
"피부 및 피하조직의 질환 (L00-L98)","남자","1 - 4세","2014",0
"피부 및 피하조직의 질환 (L00-L98)","남자","1 - 4세","2015",0
"피부 및 피하조직의 질환 (L00-L98)","남자","1 - 4세","2016",0
"피부 및 피하조직의 질환 (L00-L98)","남자","1 - 4세","2017",0
"피부 및 피하조직의 질환 (L00-L98)","남자","1 - 4세","2018",0
"피부 및 피하조직의 질환 (L00-L98)","남자","1 - 4세","2019",0
"피부 및 피하조직의 질환 (L00-L98)","남자","1 - 4세","2020",0
"피부 및 피하조직의 질환 (L00-L98)","남자","1 - 4세","2021",0
"피부 및 피하조직의 질환 (L00-L98)","남자","1 - 4세","2022",0
"피부 및 피하조직의 질환 (L00-L98)","남자","5 - 9세","2012",0
"피부 및 피하조직의 질환 (L00-L98)","남자","5 - 9세","2013",0
"피부 및 피하조직의 질환 (L00-L98)","남자","5 - 9세","2014",0
"피부 및 피하조직의 질환 (L00-L98)","남자","5 - 9세","2015",0
"피부 및 피하조직의 질환 (L00-L98)","남자","5 - 9세","2016",0
"피부 및 피하조직의 질환 (L00-L98)","남자","5 - 9세","2017",0
"피부 및 피하조직의 질환 (L00-L98)","남자","5 - 9세","2018",0
"피부 및 피하조직의 질환 (L00-L98)","남자","5 - 9세","2019",0
"피부 및 피하조직의 질환 (L00-L98)","남자","5 - 9세","2020",0
"피부 및 피하조직의 질환 (L00-L98)","남자","5 - 9세","2021",0
"피부 및 피하조직의 질환 (L00-L98)","남자","5 - 9세","2022",0
"피부 및 피하조직의 질환 (L00-L98)","남자","10 - 14세","2012",0
"피부 및 피하조직의 질환 (L00-L98)","남자","10 - 14세","2013",0
"피부 및 피하조직의 질환 (L00-L98)","남자","10 - 14세","2014",0
"피부 및 피하조직의 질환 (L00-L98)","남자","10 - 14세","2015",1
"피부 및 피하조직의 질환 (L00-L98)","남자","10 - 14세","2016",0
"피부 및 피하조직의 질환 (L00-L98)","남자","10 - 14세","2017",0
"피부 및 피하조직의 질환 (L00-L98)","남자","10 - 14세","2018",0
"피부 및 피하조직의 질환 (L00-L98)","남자","10 - 14세","2019",0
"피부 및 피하조직의 질환 (L00-L98)","남자","10 - 14세","2020",0
"피부 및 피하조직의 질환 (L00-L98)","남자","10 - 14세","2021",0
"피부 및 피하조직의 질환 (L00-L98)","남자","10 - 14세","2022",0
"피부 및 피하조직의 질환 (L00-L98)","남자","15 - 19세","2012",0
"피부 및 피하조직의 질환 (L00-L98)","남자","15 - 19세","2013",0
"피부 및 피하조직의 질환 (L00-L98)","남자","15 - 19세","2014",1
"피부 및 피하조직의 질환 (L00-L98)","남자","15 - 19세","2015",0
"피부 및 피하조직의 질환 (L00-L98)","남자","15 - 19세","2016",0
"피부 및 피하조직의 질환 (L00-L98)","남자","15 - 19세","2017",0
"피부 및 피하조직의 질환 (L00-L98)","남자","15 - 19세","2018",0
"피부 및 피하조직의 질환 (L00-L98)","남자","15 - 19세","2019",0
"피부 및 피하조직의 질환 (L00-L98)","남자","15 - 19세","2020",1
"피부 및 피하조직의 질환 (L00-L98)","남자","15 - 19세","2021",0
"피부 및 피하조직의 질환 (L00-L98)","남자","15 - 19세","2022",0
"피부 및 피하조직의 질환 (L00-L98)","남자","20 - 24세","2012",0
"피부 및 피하조직의 질환 (L00-L98)","남자","20 - 24세","2013",1
"피부 및 피하조직의 질환 (L00-L98)","남자","20 - 24세","2014",0
"피부 및 피하조직의 질환 (L00-L98)","남자","20 - 24세","2015",1
"피부 및 피하조직의 질환 (L00-L98)","남자","20 - 24세","2016",0
"피부 및 피하조직의 질환 (L00-L98)","남자","20 - 24세","2017",0
"피부 및 피하조직의 질환 (L00-L98)","남자","20 - 24세","2018",0
"피부 및 피하조직의 질환 (L00-L98)","남자","20 - 24세","2019",0
"피부 및 피하조직의 질환 (L00-L98)","남자","20 - 24세","2020",0
"피부 및 피하조직의 질환 (L00-L98)","남자","20 - 24세","2021",0
"피부 및 피하조직의 질환 (L00-L98)","남자","20 - 24세","2022",0
"피부 및 피하조직의 질환 (L00-L98)","남자","25 - 29세","2012",0
"피부 및 피하조직의 질환 (L00-L98)","남자","25 - 29세","2013",0
"피부 및 피하조직의 질환 (L00-L98)","남자","25 - 29세","2014",0
"피부 및 피하조직의 질환 (L00-L98)","남자","25 - 29세","2015",0
"피부 및 피하조직의 질환 (L00-L98)","남자","25 - 29세","2016",2
"피부 및 피하조직의 질환 (L00-L98)","남자","25 - 29세","2017",0
"피부 및 피하조직의 질환 (L00-L98)","남자","25 - 29세","2018",0
"피부 및 피하조직의 질환 (L00-L98)","남자","25 - 29세","2019",0
"피부 및 피하조직의 질환 (L00-L98)","남자","25 - 29세","2020",1
"피부 및 피하조직의 질환 (L00-L98)","남자","25 - 29세","2021",0
"피부 및 피하조직의 질환 (L00-L98)","남자","25 - 29세","2022",0
"피부 및 피하조직의 질환 (L00-L98)","남자","30 - 34세","2012",1
"피부 및 피하조직의 질환 (L00-L98)","남자","30 - 34세","2013",0
"피부 및 피하조직의 질환 (L00-L98)","남자","30 - 34세","2014",0
"피부 및 피하조직의 질환 (L00-L98)","남자","30 - 34세","2015",0
"피부 및 피하조직의 질환 (L00-L98)","남자","30 - 34세","2016",0
"피부 및 피하조직의 질환 (L00-L98)","남자","30 - 34세","2017",1
"피부 및 피하조직의 질환 (L00-L98)","남자","30 - 34세","2018",0
"피부 및 피하조직의 질환 (L00-L98)","남자","30 - 34세","2019",0
"피부 및 피하조직의 질환 (L00-L98)","남자","30 - 34세","2020",0
"피부 및 피하조직의 질환 (L00-L98)","남자","30 - 34세","2021",1
"피부 및 피하조직의 질환 (L00-L98)","남자","30 - 34세","2022",0
"피부 및 피하조직의 질환 (L00-L98)","남자","35 - 39세","2012",3
"피부 및 피하조직의 질환 (L00-L98)","남자","35 - 39세","2013",0
"피부 및 피하조직의 질환 (L00-L98)","남자","35 - 39세","2014",1
"피부 및 피하조직의 질환 (L00-L98)","남자","35 - 39세","2015",2
"피부 및 피하조직의 질환 (L00-L98)","남자","35 - 39세","2016",0
"피부 및 피하조직의 질환 (L00-L98)","남자","35 - 39세","2017",1
"피부 및 피하조직의 질환 (L00-L98)","남자","35 - 39세","2018",0
"피부 및 피하조직의 질환 (L00-L98)","남자","35 - 39세","2019",0
"피부 및 피하조직의 질환 (L00-L98)","남자","35 - 39세","2020",2
"피부 및 피하조직의 질환 (L00-L98)","남자","35 - 39세","2021",0
"피부 및 피하조직의 질환 (L00-L98)","남자","35 - 39세","2022",2
"피부 및 피하조직의 질환 (L00-L98)","남자","40 - 44세","2012",0
"피부 및 피하조직의 질환 (L00-L98)","남자","40 - 44세","2013",1
"피부 및 피하조직의 질환 (L00-L98)","남자","40 - 44세","2014",5
"피부 및 피하조직의 질환 (L00-L98)","남자","40 - 44세","2015",4
"피부 및 피하조직의 질환 (L00-L98)","남자","40 - 44세","2016",1
"피부 및 피하조직의 질환 (L00-L98)","남자","40 - 44세","2017",2
"피부 및 피하조직의 질환 (L00-L98)","남자","40 - 44세","2018",2
"피부 및 피하조직의 질환 (L00-L98)","남자","40 - 44세","2019",3
"피부 및 피하조직의 질환 (L00-L98)","남자","40 - 44세","2020",2
"피부 및 피하조직의 질환 (L00-L98)","남자","40 - 44세","2021",0
"피부 및 피하조직의 질환 (L00-L98)","남자","40 - 44세","2022",0
"피부 및 피하조직의 질환 (L00-L98)","남자","45 - 49세","2012",3
"피부 및 피하조직의 질환 (L00-L98)","남자","45 - 49세","2013",3
"피부 및 피하조직의 질환 (L00-L98)","남자","45 - 49세","2014",5
"피부 및 피하조직의 질환 (L00-L98)","남자","45 - 49세","2015",3
"피부 및 피하조직의 질환 (L00-L98)","남자","45 - 49세","2016",4
"피부 및 피하조직의 질환 (L00-L98)","남자","45 - 49세","2017",5
"피부 및 피하조직의 질환 (L00-L98)","남자","45 - 49세","2018",3
"피부 및 피하조직의 질환 (L00-L98)","남자","45 - 49세","2019",1
"피부 및 피하조직의 질환 (L00-L98)","남자","45 - 49세","2020",4
"피부 및 피하조직의 질환 (L00-L98)","남자","45 - 49세","2021",8
"피부 및 피하조직의 질환 (L00-L98)","남자","45 - 49세","2022",4
"피부 및 피하조직의 질환 (L00-L98)","남자","50 - 54세","2012",3
"피부 및 피하조직의 질환 (L00-L98)","남자","50 - 54세","2013",2
"피부 및 피하조직의 질환 (L00-L98)","남자","50 - 54세","2014",6
"피부 및 피하조직의 질환 (L00-L98)","남자","50 - 54세","2015",2
"피부 및 피하조직의 질환 (L00-L98)","남자","50 - 54세","2016",12
"피부 및 피하조직의 질환 (L00-L98)","남자","50 - 54세","2017",12
"피부 및 피하조직의 질환 (L00-L98)","남자","50 - 54세","2018",5
"피부 및 피하조직의 질환 (L00-L98)","남자","50 - 54세","2019",5
"피부 및 피하조직의 질환 (L00-L98)","남자","50 - 54세","2020",10
"피부 및 피하조직의 질환 (L00-L98)","남자","50 - 54세","2021",5
"피부 및 피하조직의 질환 (L00-L98)","남자","50 - 54세","2022",7
"피부 및 피하조직의 질환 (L00-L98)","남자","55 - 59세","2012",6
"피부 및 피하조직의 질환 (L00-L98)","남자","55 - 59세","2013",5
"피부 및 피하조직의 질환 (L00-L98)","남자","55 - 59세","2014",6
"피부 및 피하조직의 질환 (L00-L98)","남자","55 - 59세","2015",5
"피부 및 피하조직의 질환 (L00-L98)","남자","55 - 59세","2016",2
"피부 및 피하조직의 질환 (L00-L98)","남자","55 - 59세","2017",9
"피부 및 피하조직의 질환 (L00-L98)","남자","55 - 59세","2018",14
"피부 및 피하조직의 질환 (L00-L98)","남자","55 - 59세","2019",10
"피부 및 피하조직의 질환 (L00-L98)","남자","55 - 59세","2020",13
"피부 및 피하조직의 질환 (L00-L98)","남자","55 - 59세","2021",6
"피부 및 피하조직의 질환 (L00-L98)","남자","55 - 59세","2022",9
"피부 및 피하조직의 질환 (L00-L98)","남자","60 - 64세","2012",4
"피부 및 피하조직의 질환 (L00-L98)","남자","60 - 64세","2013",7
"피부 및 피하조직의 질환 (L00-L98)","남자","60 - 64세","2014",9
"피부 및 피하조직의 질환 (L00-L98)","남자","60 - 64세","2015",12
"피부 및 피하조직의 질환 (L00-L98)","남자","60 - 64세","2016",11
"피부 및 피하조직의 질환 (L00-L98)","남자","60 - 64세","2017",7
"피부 및 피하조직의 질환 (L00-L98)","남자","60 - 64세","2018",14
"피부 및 피하조직의 질환 (L00-L98)","남자","60 - 64세","2019",14
"피부 및 피하조직의 질환 (L00-L98)","남자","60 - 64세","2020",19
"피부 및 피하조직의 질환 (L00-L98)","남자","60 - 64세","2021",17
"피부 및 피하조직의 질환 (L00-L98)","남자","60 - 64세","2022",17
"피부 및 피하조직의 질환 (L00-L98)","남자","65 - 69세","2012",15
"피부 및 피하조직의 질환 (L00-L98)","남자","65 - 69세","2013",9
"피부 및 피하조직의 질환 (L00-L98)","남자","65 - 69세","2014",11
"피부 및 피하조직의 질환 (L00-L98)","남자","65 - 69세","2015",18
"피부 및 피하조직의 질환 (L00-L98)","남자","65 - 69세","2016",19
"피부 및 피하조직의 질환 (L00-L98)","남자","65 - 69세","2017",13
"피부 및 피하조직의 질환 (L00-L98)","남자","65 - 69세","2018",22
"피부 및 피하조직의 질환 (L00-L98)","남자","65 - 69세","2019",13
"피부 및 피하조직의 질환 (L00-L98)","남자","65 - 69세","2020",14
"피부 및 피하조직의 질환 (L00-L98)","남자","65 - 69세","2021",14
"피부 및 피하조직의 질환 (L00-L98)","남자","65 - 69세","2022",9
"피부 및 피하조직의 질환 (L00-L98)","남자","70 - 74세","2012",21
"피부 및 피하조직의 질환 (L00-L98)","남자","70 - 74세","2013",15
"피부 및 피하조직의 질환 (L00-L98)","남자","70 - 74세","2014",23
"피부 및 피하조직의 질환 (L00-L98)","남자","70 - 74세","2015",19
"피부 및 피하조직의 질환 (L00-L98)","남자","70 - 74세","2016",20
"피부 및 피하조직의 질환 (L00-L98)","남자","70 - 74세","2017",18
"피부 및 피하조직의 질환 (L00-L98)","남자","70 - 74세","2018",21
"피부 및 피하조직의 질환 (L00-L98)","남자","70 - 74세","2019",22
"피부 및 피하조직의 질환 (L00-L98)","남자","70 - 74세","2020",25
"피부 및 피하조직의 질환 (L00-L98)","남자","70 - 74세","2021",25
"피부 및 피하조직의 질환 (L00-L98)","남자","70 - 74세","2022",25
"피부 및 피하조직의 질환 (L00-L98)","남자","75 - 79세","2012",24
"피부 및 피하조직의 질환 (L00-L98)","남자","75 - 79세","2013",25
"피부 및 피하조직의 질환 (L00-L98)","남자","75 - 79세","2014",32
"피부 및 피하조직의 질환 (L00-L98)","남자","75 - 79세","2015",38
"피부 및 피하조직의 질환 (L00-L98)","남자","75 - 79세","2016",35
"피부 및 피하조직의 질환 (L00-L98)","남자","75 - 79세","2017",44
"피부 및 피하조직의 질환 (L00-L98)","남자","75 - 79세","2018",51
"피부 및 피하조직의 질환 (L00-L98)","남자","75 - 79세","2019",39
"피부 및 피하조직의 질환 (L00-L98)","남자","75 - 79세","2020",42
"피부 및 피하조직의 질환 (L00-L98)","남자","75 - 79세","2021",25
"피부 및 피하조직의 질환 (L00-L98)","남자","75 - 79세","2022",34
"피부 및 피하조직의 질환 (L00-L98)","남자","80세이상","2012",63
"피부 및 피하조직의 질환 (L00-L98)","남자","80세이상","2013",57
"피부 및 피하조직의 질환 (L00-L98)","남자","80세이상","2014",73
"피부 및 피하조직의 질환 (L00-L98)","남자","80세이상","2015",77
"피부 및 피하조직의 질환 (L00-L98)","남자","80세이상","2016",69
"피부 및 피하조직의 질환 (L00-L98)","남자","80세이상","2017",100
"피부 및 피하조직의 질환 (L00-L98)","남자","80세이상","2018",107
"피부 및 피하조직의 질환 (L00-L98)","남자","80세이상","2019",96
"피부 및 피하조직의 질환 (L00-L98)","남자","80세이상","2020",108
"피부 및 피하조직의 질환 (L00-L98)","남자","80세이상","2021",107
"피부 및 피하조직의 질환 (L00-L98)","남자","80세이상","2022",87
"피부 및 피하조직의 질환 (L00-L98)","남자","80 - 84세","2012",21
"피부 및 피하조직의 질환 (L00-L98)","남자","80 - 84세","2013",33
"피부 및 피하조직의 질환 (L00-L98)","남자","80 - 84세","2014",22
"피부 및 피하조직의 질환 (L00-L98)","남자","80 - 84세","2015",30
"피부 및 피하조직의 질환 (L00-L98)","남자","80 - 84세","2016",38
"피부 및 피하조직의 질환 (L00-L98)","남자","80 - 84세","2017",38
"피부 및 피하조직의 질환 (L00-L98)","남자","80 - 84세","2018",57
"피부 및 피하조직의 질환 (L00-L98)","남자","80 - 84세","2019",49
"피부 및 피하조직의 질환 (L00-L98)","남자","80 - 84세","2020",49
"피부 및 피하조직의 질환 (L00-L98)","남자","80 - 84세","2021",48
"피부 및 피하조직의 질환 (L00-L98)","남자","80 - 84세","2022",41
"피부 및 피하조직의 질환 (L00-L98)","남자","85 - 89세","2012",25
"피부 및 피하조직의 질환 (L00-L98)","남자","85 - 89세","2013",14
"피부 및 피하조직의 질환 (L00-L98)","남자","85 - 89세","2014",28
"피부 및 피하조직의 질환 (L00-L98)","남자","85 - 89세","2015",32
"피부 및 피하조직의 질환 (L00-L98)","남자","85 - 89세","2016",20
"피부 및 피하조직의 질환 (L00-L98)","남자","85 - 89세","2017",37
"피부 및 피하조직의 질환 (L00-L98)","남자","85 - 89세","2018",33
"피부 및 피하조직의 질환 (L00-L98)","남자","85 - 89세","2019",30
"피부 및 피하조직의 질환 (L00-L98)","남자","85 - 89세","2020",39
"피부 및 피하조직의 질환 (L00-L98)","남자","85 - 89세","2021",31
"피부 및 피하조직의 질환 (L00-L98)","남자","85 - 89세","2022",24
"피부 및 피하조직의 질환 (L00-L98)","남자","90세이상","2012",17
"피부 및 피하조직의 질환 (L00-L98)","남자","90세이상","2013",10
"피부 및 피하조직의 질환 (L00-L98)","남자","90세이상","2014",23
"피부 및 피하조직의 질환 (L00-L98)","남자","90세이상","2015",15
"피부 및 피하조직의 질환 (L00-L98)","남자","90세이상","2016",11
"피부 및 피하조직의 질환 (L00-L98)","남자","90세이상","2017",25
"피부 및 피하조직의 질환 (L00-L98)","남자","90세이상","2018",17
"피부 및 피하조직의 질환 (L00-L98)","남자","90세이상","2019",17
"피부 및 피하조직의 질환 (L00-L98)","남자","90세이상","2020",20
"피부 및 피하조직의 질환 (L00-L98)","남자","90세이상","2021",28
"피부 및 피하조직의 질환 (L00-L98)","남자","90세이상","2022",22
"피부 및 피하조직의 질환 (L00-L98)","남자","15세 미만","2012",0
"피부 및 피하조직의 질환 (L00-L98)","남자","15세 미만","2013",0
"피부 및 피하조직의 질환 (L00-L98)","남자","15세 미만","2014",0
"피부 및 피하조직의 질환 (L00-L98)","남자","15세 미만","2015",1
"피부 및 피하조직의 질환 (L00-L98)","남자","15세 미만","2016",0
"피부 및 피하조직의 질환 (L00-L98)","남자","15세 미만","2017",0
"피부 및 피하조직의 질환 (L00-L98)","남자","15세 미만","2018",0
"피부 및 피하조직의 질환 (L00-L98)","남자","15세 미만","2019",0
"피부 및 피하조직의 질환 (L00-L98)","남자","15세 미만","2020",0
"피부 및 피하조직의 질환 (L00-L98)","남자","15세 미만","2021",1
"피부 및 피하조직의 질환 (L00-L98)","남자","15세 미만","2022",0
"피부 및 피하조직의 질환 (L00-L98)","남자","15 - 64세","2012",20
"피부 및 피하조직의 질환 (L00-L98)","남자","15 - 64세","2013",19
"피부 및 피하조직의 질환 (L00-L98)","남자","15 - 64세","2014",33
"피부 및 피하조직의 질환 (L00-L98)","남자","15 - 64세","2015",29
"피부 및 피하조직의 질환 (L00-L98)","남자","15 - 64세","2016",32
"피부 및 피하조직의 질환 (L00-L98)","남자","15 - 64세","2017",37
"피부 및 피하조직의 질환 (L00-L98)","남자","15 - 64세","2018",38
"피부 및 피하조직의 질환 (L00-L98)","남자","15 - 64세","2019",33
"피부 및 피하조직의 질환 (L00-L98)","남자","15 - 64세","2020",52
"피부 및 피하조직의 질환 (L00-L98)","남자","15 - 64세","2021",37
"피부 및 피하조직의 질환 (L00-L98)","남자","15 - 64세","2022",39
"피부 및 피하조직의 질환 (L00-L98)","남자","65세 이상","2012",123
"피부 및 피하조직의 질환 (L00-L98)","남자","65세 이상","2013",106
"피부 및 피하조직의 질환 (L00-L98)","남자","65세 이상","2014",139
"피부 및 피하조직의 질환 (L00-L98)","남자","65세 이상","2015",152
"피부 및 피하조직의 질환 (L00-L98)","남자","65세 이상","2016",143
"피부 및 피하조직의 질환 (L00-L98)","남자","65세 이상","2017",175
"피부 및 피하조직의 질환 (L00-L98)","남자","65세 이상","2018",201
"피부 및 피하조직의 질환 (L00-L98)","남자","65세 이상","2019",170
"피부 및 피하조직의 질환 (L00-L98)","남자","65세 이상","2020",189
"피부 및 피하조직의 질환 (L00-L98)","남자","65세 이상","2021",171
"피부 및 피하조직의 질환 (L00-L98)","남자","65세 이상","2022",155
"피부 및 피하조직의 질환 (L00-L98)","남자","연령미상","2012",0
"피부 및 피하조직의 질환 (L00-L98)","남자","연령미상","2013",0
"피부 및 피하조직의 질환 (L00-L98)","남자","연령미상","2014",0
"피부 및 피하조직의 질환 (L00-L98)","남자","연령미상","2015",0
"피부 및 피하조직의 질환 (L00-L98)","남자","연령미상","2016",0
"피부 및 피하조직의 질환 (L00-L98)","남자","연령미상","2017",0
"피부 및 피하조직의 질환 (L00-L98)","남자","연령미상","2018",0
"피부 및 피하조직의 질환 (L00-L98)","남자","연령미상","2019",0
"피부 및 피하조직의 질환 (L00-L98)","남자","연령미상","2020",0
"피부 및 피하조직의 질환 (L00-L98)","남자","연령미상","2021",0
"피부 및 피하조직의 질환 (L00-L98)","남자","연령미상","2022",0
"피부 및 피하조직의 질환 (L00-L98)","여자","0세","2012",1
"피부 및 피하조직의 질환 (L00-L98)","여자","0세","2013",0
"피부 및 피하조직의 질환 (L00-L98)","여자","0세","2014",0
"피부 및 피하조직의 질환 (L00-L98)","여자","0세","2015",0
"피부 및 피하조직의 질환 (L00-L98)","여자","0세","2016",0
"피부 및 피하조직의 질환 (L00-L98)","여자","0세","2017",0
"피부 및 피하조직의 질환 (L00-L98)","여자","0세","2018",0
"피부 및 피하조직의 질환 (L00-L98)","여자","0세","2019",0
"피부 및 피하조직의 질환 (L00-L98)","여자","0세","2020",0
"피부 및 피하조직의 질환 (L00-L98)","여자","0세","2021",0
"피부 및 피하조직의 질환 (L00-L98)","여자","0세","2022",0
"피부 및 피하조직의 질환 (L00-L98)","여자","1 - 4세","2012",0
"피부 및 피하조직의 질환 (L00-L98)","여자","1 - 4세","2013",0
"피부 및 피하조직의 질환 (L00-L98)","여자","1 - 4세","2014",0
"피부 및 피하조직의 질환 (L00-L98)","여자","1 - 4세","2015",0
"피부 및 피하조직의 질환 (L00-L98)","여자","1 - 4세","2016",0
"피부 및 피하조직의 질환 (L00-L98)","여자","1 - 4세","2017",0
"피부 및 피하조직의 질환 (L00-L98)","여자","1 - 4세","2018",0
"피부 및 피하조직의 질환 (L00-L98)","여자","1 - 4세","2019",0
"피부 및 피하조직의 질환 (L00-L98)","여자","1 - 4세","2020",0
"피부 및 피하조직의 질환 (L00-L98)","여자","1 - 4세","2021",0
"피부 및 피하조직의 질환 (L00-L98)","여자","1 - 4세","2022",0
"피부 및 피하조직의 질환 (L00-L98)","여자","5 - 9세","2012",0
"피부 및 피하조직의 질환 (L00-L98)","여자","5 - 9세","2013",0
"피부 및 피하조직의 질환 (L00-L98)","여자","5 - 9세","2014",0
"피부 및 피하조직의 질환 (L00-L98)","여자","5 - 9세","2015",0
"피부 및 피하조직의 질환 (L00-L98)","여자","5 - 9세","2016",0
"피부 및 피하조직의 질환 (L00-L98)","여자","5 - 9세","2017",0
"피부 및 피하조직의 질환 (L00-L98)","여자","5 - 9세","2018",0
"피부 및 피하조직의 질환 (L00-L98)","여자","5 - 9세","2019",0
"피부 및 피하조직의 질환 (L00-L98)","여자","5 - 9세","2020",0
"피부 및 피하조직의 질환 (L00-L98)","여자","5 - 9세","2021",0
"피부 및 피하조직의 질환 (L00-L98)","여자","5 - 9세","2022",0
"피부 및 피하조직의 질환 (L00-L98)","여자","10 - 14세","2012",0
"피부 및 피하조직의 질환 (L00-L98)","여자","10 - 14세","2013",0
"피부 및 피하조직의 질환 (L00-L98)","여자","10 - 14세","2014",0
"피부 및 피하조직의 질환 (L00-L98)","여자","10 - 14세","2015",0
"피부 및 피하조직의 질환 (L00-L98)","여자","10 - 14세","2016",0
"피부 및 피하조직의 질환 (L00-L98)","여자","10 - 14세","2017",0
"피부 및 피하조직의 질환 (L00-L98)","여자","10 - 14세","2018",0
"피부 및 피하조직의 질환 (L00-L98)","여자","10 - 14세","2019",0
"피부 및 피하조직의 질환 (L00-L98)","여자","10 - 14세","2020",0
"피부 및 피하조직의 질환 (L00-L98)","여자","10 - 14세","2021",0
"피부 및 피하조직의 질환 (L00-L98)","여자","10 - 14세","2022",0
"피부 및 피하조직의 질환 (L00-L98)","여자","15 - 19세","2012",0
"피부 및 피하조직의 질환 (L00-L98)","여자","15 - 19세","2013",0
"피부 및 피하조직의 질환 (L00-L98)","여자","15 - 19세","2014",0
"피부 및 피하조직의 질환 (L00-L98)","여자","15 - 19세","2015",0
